sale_id,date,make,model,year,body_style,color,mileage,condition,price,sale_price,customer_id,customer_name,dealer_name,city,state,payment_type,financing_bank
577,2025-05-22,Audi,Q5,2020,Sedan,Gray,5893,Certified Pre-Owned,57759.77,55766.71,CUST0577,John Stone,Schneider-Harrell Auto,Knappmouth,CA,Cash,Wells Fargo
578,2024-05-15,Chevrolet,Tahoe,2023,SUV,Gray,37449,Fair,31977.59,31403.71,CUST0578,Hayley Miller,Collins PLC Auto,Tiffanyburgh,PA,Lease,Ally Financial
579,2024-01-12,Honda,Accord,2022,Truck,Beige,793,Fair,56303.26,56235.07,CUST0579,Lisa Brown,Price and Sons Auto,Robinsonton,IL,Cash,US Bank
580,2024-07-10,BMW,3 Series,2018,SUV,Beige,5291,Good,36381.15,35917.63,CUST0580,Amber Smith,"Valenzuela, Evans and Orr Auto",North Juliestad,GA,Lease,Ally Financial
581,2024-09-07,Nissan,Altima,2019,Hatchback,Black,25929,Certified Pre-Owned,70428.75,68747.53,CUST0581,Noah Juarez,Patterson Group Auto,New Shannonshire,MI,Lease,LightStream
582,2025-05-18,BMW,3 Series,2023,Convertible,Black,25028,Good,36170.0,34866.81,CUST0582,Jamie Rivera,Pena LLC Auto,East Matthewmouth,NY,Lease,Wells Fargo
583,2024-08-13,Chevrolet,Silverado,2019,Hatchback,Black,10614,Certified Pre-Owned,55039.92,53979.15,CUST0583,Robin Lynch,Martin and Sons Auto,Ashleyport,MI,Cash,Bank of America
584,2025-03-20,Volkswagen,Jetta,2024,SUV,Green,6763,Fair,43696.63,43224.21,CUST0584,Martin George,Frederick LLC Auto,West Christopherhaven,IL,Lease,Chase
585,2024-03-24,Hyundai,Tucson,2023,SUV,Green,75162,Fair,54234.96,52712.28,CUST0585,Christina Hudson,"Garcia, Miller and Schroeder Auto",Sanchezborough,IL,Financing,US Bank
586,2024-10-03,Kia,Sportage,2021,Coupe,Gray,66275,Certified Pre-Owned,78003.65,75296.01,CUST0586,Wendy Arnold,Moore-Adams Auto,New Derek,GA,Cash,Capital One
587,2024-07-24,Nissan,Altima,2019,Coupe,Green,40255,Certified Pre-Owned,60539.72,59106.27,CUST0587,Anita Marshall DDS,"Floyd, Bailey and Morales Auto",West Christopherfurt,OH,Lease,Chase
588,2025-02-27,Hyundai,Elantra,2022,Hatchback,Red,21307,Certified Pre-Owned,27288.37,27001.04,CUST0588,Dr. Joan Hahn MD,Howard Inc Auto,Lewisview,TX,Lease,LightStream
589,2025-03-29,Tesla,Model Y,2018,SUV,Black,17585,Fair,56612.58,53860.35,CUST0589,Heather Adams,Johnson-Tate Auto,East Denise,GA,Cash,Ally Financial
590,2025-03-11,Chevrolet,Tahoe,2025,Truck,Red,70484,Fair,34447.46,32966.12,CUST0590,Joanna Moses,Rice-Roberts Auto,Johnville,PA,Financing,Ally Financial
591,2024-05-13,BMW,3 Series,2019,SUV,White,65011,Excellent,56624.93,54970.8,CUST0591,Matthew Cortez,Boone and Sons Auto,Lake Jeremiah,MI,Cash,LightStream
592,2024-05-22,Ford,Mustang,2019,Truck,Blue,14301,Good,65783.98,64780.52,CUST0592,Laura Mclaughlin,Padilla Ltd Auto,West Tony,FL,Lease,Citi
593,2025-01-18,Mazda,CX-5,2022,SUV,Red,67676,Good,36305.84,35791.75,CUST0593,Rebecca Drake,"Wade, Hansen and Russell Auto",Huntfurt,CA,Lease,Wells Fargo
594,2024-10-27,Chevrolet,Silverado,2023,Coupe,Silver,60978,Excellent,35751.56,34857.67,CUST0594,Alex Flynn,Hernandez-Austin Auto,Keithside,IL,Cash,Ally Financial
595,2024-04-16,Honda,Civic,2022,SUV,Silver,64987,Certified Pre-Owned,53800.4,52493.92,CUST0595,Jake Haynes,Miller Inc Auto,Port Elizabethside,CA,Cash,Citi
596,2024-10-10,Honda,Civic,2025,SUV,Black,5828,Excellent,31668.3,31514.35,CUST0596,Carrie Cruz,"Atkins, Roth and Johnson Auto",East Melissa,GA,Cash,LightStream
597,2024-02-13,BMW,X5,2021,Truck,Green,269,Good,68977.0,66472.42,CUST0597,Justin Patterson,"Perry, Mays and Scott Auto",Johnsonmouth,FL,Lease,Capital One
598,2024-08-19,Ford,Mustang,2021,Hatchback,Green,23491,Excellent,62096.47,60227.61,CUST0598,Lynn Fernandez,Heath Group Auto,North Dawn,AZ,Lease,LightStream
599,2025-02-22,Toyota,Corolla,2020,Truck,Gray,46006,Excellent,36500.32,34848.02,CUST0599,Adam Martin,James and Sons Auto,Kevinport,TX,Financing,Wells Fargo
600,2025-03-24,Nissan,Altima,2021,Sedan,Blue,40893,Fair,58455.72,58230.63,CUST0600,Tom Salinas,"Duncan, Ingram and Maldonado Auto",New Yolanda,MI,Financing,Wells Fargo
601,2025-04-18,BMW,X5,2018,Truck,Blue,61680,Good,56177.54,55478.59,CUST0601,Lisa Palmer,"Schroeder, Vargas and Gonzalez Auto",South Ana,FL,Cash,US Bank
602,2024-01-19,Toyota,Corolla,2023,Sedan,Green,10074,Good,75294.04,75041.07,CUST0602,Christy Booker,West-Anderson Auto,East Suzanne,TX,Cash,Chase
603,2024-09-12,Toyota,Camry,2022,Coupe,Red,21643,Good,38762.11,37852.8,CUST0603,Cory Barrett,Torres Group Auto,Lake Christine,NY,Financing,Chase
604,2024-11-07,Audi,Q5,2025,SUV,Red,47970,Good,17324.45,16782.24,CUST0604,Jamie Peterson,Collins-Bates Auto,Gonzalezfort,OH,Financing,Citi
605,2024-08-27,Audi,Q5,2023,Convertible,Blue,27511,Good,53354.3,50855.47,CUST0605,Mark Young,Lewis-Gomez Auto,Port Margaret,AZ,Lease,LightStream
606,2025-03-05,Chevrolet,Silverado,2024,Hatchback,Red,64006,Fair,52690.17,50167.21,CUST0606,Adam Austin,Lucero-Castillo Auto,Allenside,NY,Cash,Chase
607,2025-01-16,Mercedes,E-Class,2020,Sedan,Blue,33012,Fair,41393.64,40127.64,CUST0607,Thomas Smith,Maxwell-Smith Auto,Lake Michelle,PA,Financing,Chase
608,2025-06-17,Honda,Civic,2025,Hatchback,Green,45483,Certified Pre-Owned,67474.82,64153.44,CUST0608,Alexis Munoz,"Rivers, Brown and Mitchell Auto",Allisontown,OH,Lease,Chase
609,2024-11-18,Nissan,Altima,2024,Hatchback,Silver,21470,Certified Pre-Owned,35999.86,35879.82,CUST0609,Kelly Monroe,Johnson-Anderson Auto,Lake George,NY,Cash,US Bank
610,2024-04-24,Honda,CR-V,2018,SUV,Black,75255,Certified Pre-Owned,31383.74,29843.02,CUST0610,Randy Lambert,Smith-Martinez Auto,Port Jessicaport,TX,Cash,Capital One
611,2025-02-18,Hyundai,Tucson,2025,Coupe,Gray,44548,Good,69478.31,66354.32,CUST0611,Mallory Smith,Torres-Martinez Auto,Scottville,AZ,Cash,Bank of America
612,2024-09-19,Chevrolet,Silverado,2020,Convertible,Green,14262,Good,69168.34,69085.04,CUST0612,Robert Phillips,"Mcdonald, Simmons and Hester Auto",Haasmouth,FL,Cash,Citi
613,2024-04-27,Honda,CR-V,2024,Truck,White,17249,Excellent,59156.18,58908.26,CUST0613,Bryan Serrano,"Hill, Roy and Murphy Auto",Fergusonview,IL,Financing,US Bank
614,2025-06-26,Honda,Accord,2020,Truck,Gray,2930,Good,31981.11,31332.89,CUST0614,Zachary Williams DDS,"Johnson, Long and Silva Auto",Port Mikemouth,FL,Cash,Wells Fargo
615,2024-11-14,Mazda,CX-5,2018,Coupe,Silver,71378,Good,15979.93,15258.04,CUST0615,Gina Reyes,"Walker, Powers and Maxwell Auto",Loriport,FL,Financing,Citi
616,2024-03-16,Chevrolet,Tahoe,2018,Hatchback,Gray,43994,Excellent,56645.09,56181.1,CUST0616,Nicholas Lawrence,Davenport-Eaton Auto,East Sherri,NY,Cash,Ally Financial
617,2024-12-16,BMW,X5,2019,SUV,Blue,68084,Certified Pre-Owned,56354.16,54902.18,CUST0617,Diana Yu,Jackson-Rocha Auto,New Ashleymouth,IL,Financing,LightStream
618,2025-03-22,Tesla,Model 3,2024,Coupe,Red,28250,Certified Pre-Owned,33581.99,33413.43,CUST0618,Dean Ramirez,"Hall, Williams and Dawson Auto",Port Louis,GA,Cash,US Bank
619,2024-12-04,Toyota,Camry,2021,Coupe,Gray,31127,Excellent,15017.35,14615.59,CUST0619,John Tran,Allen-Warren Auto,Bennettfort,GA,Cash,Wells Fargo
620,2024-08-11,Audi,A4,2021,Coupe,Beige,21478,Fair,74143.31,73110.2,CUST0620,Bryce Pruitt,Jenkins-Black Auto,Lake Saraport,GA,Cash,LightStream
621,2025-01-16,Subaru,Outback,2021,Truck,Beige,59044,Fair,42905.91,42021.4,CUST0621,Sarah Hampton,Fuentes-Barnes Auto,West Jose,PA,Cash,Wells Fargo
622,2025-05-03,Volkswagen,Jetta,2022,Truck,Green,21781,Excellent,27625.92,26938.66,CUST0622,Ronald Cox,Warner-Gallagher Auto,Jeanland,AZ,Cash,Wells Fargo
623,2024-01-09,Honda,CR-V,2020,Convertible,Black,25801,Good,76499.31,75941.42,CUST0623,Sharon Owens,"Perkins, Johnson and Mcclain Auto",Tylerberg,MI,Financing,Wells Fargo
624,2025-04-22,Subaru,Outback,2020,Coupe,Silver,63615,Excellent,29135.59,28554.9,CUST0624,Amber Ho,Miller-Guzman Auto,Dominicside,CA,Lease,US Bank
625,2025-03-28,Tesla,Model Y,2018,Truck,Black,22514,Fair,72034.06,70908.31,CUST0625,Mark Thornton,Castillo-Bradshaw Auto,East Michael,IL,Financing,Wells Fargo
626,2025-06-14,Honda,CR-V,2020,Hatchback,White,68472,Certified Pre-Owned,31356.6,30368.37,CUST0626,Stacy Shaw,Preston-Griffith Auto,East Zachary,AZ,Cash,Citi
627,2024-08-13,Volkswagen,Jetta,2023,Hatchback,Gray,25770,Good,17249.36,16744.8,CUST0627,Carrie Perez,"Kim, Barrera and Martinez Auto",Sheristad,PA,Financing,Bank of America
628,2025-03-17,BMW,3 Series,2021,SUV,Beige,66645,Good,70839.41,69255.5,CUST0628,Meredith Garcia,Wilson-Lawson Auto,Bishopside,AZ,Financing,Bank of America
629,2024-01-16,Subaru,Outback,2018,Truck,Beige,47370,Fair,37122.45,36681.52,CUST0629,Isaac Stone,Adams-Smith Auto,Lake Richardborough,AZ,Financing,Chase
630,2024-04-28,Audi,Q5,2020,SUV,Silver,25046,Good,37448.64,37278.49,CUST0630,Andrew Duran,Hall-Mcguire Auto,Scottbury,CA,Cash,LightStream
631,2024-11-14,Toyota,Camry,2024,Convertible,Blue,65923,Certified Pre-Owned,71808.47,68469.52,CUST0631,Stacey Lee,Hendricks Inc Auto,Fernandezshire,IL,Financing,LightStream
632,2024-03-25,Chevrolet,Silverado,2025,Hatchback,Black,35242,Good,61741.21,60979.42,CUST0632,Trevor Kemp,Hoffman LLC Auto,Georgeport,MI,Cash,Ally Financial
633,2025-03-03,Nissan,Altima,2024,Convertible,Silver,18271,Certified Pre-Owned,71513.54,68085.68,CUST0633,Patrick Daniels,"Jenkins, Horton and Chung Auto",East Mark,PA,Lease,Chase
634,2024-06-24,Subaru,Outback,2020,Hatchback,Blue,13540,Fair,36641.08,35047.54,CUST0634,Melissa Howard,Ross PLC Auto,Port Mary,TX,Lease,Chase
635,2024-04-09,Mazda,CX-5,2023,Sedan,Silver,55419,Fair,38080.63,36958.16,CUST0635,David Anderson,Owens-Griffin Auto,South Lucasfort,GA,Financing,Capital One
636,2024-05-26,Nissan,Altima,2018,Sedan,Red,74504,Fair,66086.86,65867.43,CUST0636,Michael Martinez,Hoffman-Rhodes Auto,New Marytown,GA,Financing,LightStream
637,2024-10-13,Toyota,Corolla,2021,Truck,Red,26031,Good,28024.63,27774.5,CUST0637,Deborah Torres,Reynolds PLC Auto,Port Juliemouth,FL,Cash,Capital One
638,2024-10-01,Chevrolet,Tahoe,2022,Coupe,Black,38657,Good,70272.48,69332.6,CUST0638,Michael Tanner,Buckley-Davis Auto,Ralphfort,NY,Financing,Chase
639,2025-06-16,Volkswagen,Jetta,2021,SUV,Black,5637,Fair,46099.61,44590.38,CUST0639,Wendy Davis,Gonzalez Group Auto,New Joshua,AZ,Cash,Ally Financial
640,2024-05-15,Nissan,Rogue,2024,Convertible,Red,31558,Excellent,49677.27,48809.27,CUST0640,Matthew Hahn,Flores LLC Auto,Roberthaven,TX,Lease,Wells Fargo
641,2024-01-13,Honda,CR-V,2023,Truck,Beige,36926,Certified Pre-Owned,25623.15,25443.67,CUST0641,Gabriel Vargas,"Carson, Wright and Best Auto",New Diane,PA,Lease,LightStream
642,2024-11-16,Toyota,Corolla,2024,Truck,Blue,21407,Certified Pre-Owned,43490.61,42677.49,CUST0642,Jennifer Griffin,"Barajas, Martin and Stark Auto",Christinafurt,MI,Financing,Citi
643,2024-06-16,Toyota,Corolla,2025,Convertible,Black,5215,Certified Pre-Owned,78873.2,77836.22,CUST0643,Jamie Williamson,"Miller, Sullivan and Lozano Auto",Garrettstad,TX,Lease,Chase
644,2025-02-21,Honda,Civic,2020,Convertible,White,48748,Fair,34131.16,33856.93,CUST0644,Ryan Perez,Webster PLC Auto,New Francesborough,GA,Lease,US Bank
645,2024-04-10,Honda,Accord,2019,Hatchback,White,3344,Fair,22310.58,21763.15,CUST0645,Kristin Hines,Ware-Carpenter Auto,Lake Nicholas,IL,Financing,Bank of America
646,2024-07-05,Tesla,Model Y,2018,Coupe,Silver,25210,Excellent,57763.11,57125.62,CUST0646,Courtney Cunningham,Green-Ellis Auto,East Clarenceland,TX,Lease,US Bank
647,2024-06-27,Hyundai,Tucson,2020,Sedan,Green,37901,Good,79947.51,77082.31,CUST0647,Jesse Miller,Holt Ltd Auto,Andrewmouth,CA,Financing,Bank of America
648,2024-01-08,Honda,Accord,2019,Hatchback,Gray,9835,Fair,18834.76,17930.79,CUST0648,Amy Carpenter,"Rodriguez, Weaver and Sullivan Auto",Leahburgh,CA,Financing,Ally Financial
649,2025-06-09,Tesla,Model 3,2018,Convertible,Red,5098,Certified Pre-Owned,29106.74,28181.77,CUST0649,George Hansen,"Quinn, Olson and Jimenez Auto",West Geraldville,GA,Financing,Chase
650,2024-01-10,Mazda,CX-5,2024,Truck,Black,34718,Excellent,43916.69,43499.17,CUST0650,Jonathan Molina,Davis-Kim Auto,Lake Michaelstad,MI,Cash,Ally Financial
651,2025-04-01,Toyota,RAV4,2023,Truck,Silver,60008,Excellent,41203.95,40311.49,CUST0651,Jason Carpenter,Lee LLC Auto,Daviston,PA,Cash,Wells Fargo
652,2024-08-13,Toyota,RAV4,2023,Sedan,Red,16012,Excellent,65598.41,64089.26,CUST0652,David Santos,Moore-Nguyen Auto,Jenkinston,TX,Cash,Capital One
653,2025-04-05,Honda,CR-V,2025,Convertible,Gray,34504,Fair,69994.51,67390.91,CUST0653,Kevin Sullivan,Maxwell Ltd Auto,Lake Ryan,TX,Cash,Capital One
654,2024-05-04,Honda,Civic,2024,Hatchback,Beige,24480,Fair,77626.53,73785.64,CUST0654,Chase Perez,Murray-Jones Auto,East Lisafurt,OH,Financing,Citi
655,2025-03-27,Honda,Civic,2018,SUV,Silver,903,Excellent,47290.55,46106.54,CUST0655,Ashley Carter,Lyons Group Auto,Petersstad,PA,Cash,Ally Financial
656,2024-02-04,Subaru,Outback,2018,Hatchback,Silver,39405,Fair,50473.12,50443.98,CUST0656,Angela Carrillo,"Davis, Shepard and Taylor Auto",South Catherinemouth,CA,Lease,Capital One
657,2024-04-18,Subaru,Outback,2018,Truck,Gray,30774,Good,63079.81,61277.35,CUST0657,Charlene Vaughn,Jensen and Sons Auto,Port Kevinland,GA,Cash,Bank of America
658,2025-02-06,Nissan,Rogue,2018,Sedan,Black,35243,Good,74979.12,73413.26,CUST0658,Timothy Wright,Francis-Nash Auto,Jessicaton,CA,Cash,Bank of America
659,2025-05-22,Honda,CR-V,2025,Hatchback,Silver,67678,Good,76197.04,72808.54,CUST0659,Casey Carter,Rhodes Inc Auto,West Malikville,MI,Financing,US Bank
660,2024-11-13,Subaru,Outback,2019,Convertible,Silver,46654,Fair,36803.01,36050.68,CUST0660,Kara Hall,"Miller, Richardson and Williams Auto",Reyeshaven,IL,Lease,Citi
661,2024-04-25,Chevrolet,Silverado,2023,Truck,Silver,62810,Certified Pre-Owned,68353.84,65444.19,CUST0661,Linda Underwood,Hernandez PLC Auto,East Williamberg,NY,Lease,Capital One
662,2025-03-20,Nissan,Altima,2024,Sedan,White,43814,Excellent,69590.04,69222.03,CUST0662,Jon Monroe,Webb PLC Auto,East Terryview,TX,Cash,Wells Fargo
663,2024-07-31,Volkswagen,Jetta,2025,Hatchback,Green,64580,Excellent,24646.88,23748.61,CUST0663,Ryan Jones,"Campbell, White and Reed Auto",Pierceton,PA,Financing,Citi
664,2024-09-14,Nissan,Rogue,2024,Coupe,White,66935,Excellent,44608.59,43510.32,CUST0664,Andrew Anderson,"Cooper, Campbell and Rodriguez Auto",Joneshaven,FL,Financing,Chase
665,2024-12-24,Audi,Q5,2021,SUV,Black,46591,Good,56148.48,53574.76,CUST0665,Jacob Bush,Jackson-Koch Auto,Cindyton,PA,Lease,Wells Fargo
666,2025-01-27,Toyota,Corolla,2020,Sedan,Green,21492,Certified Pre-Owned,58669.17,58057.41,CUST0666,Cynthia Woodard,"Fitzpatrick, Summers and Harmon Auto",Boylemouth,CA,Cash,LightStream
667,2025-01-30,Tesla,Model Y,2020,Hatchback,Silver,49985,Excellent,53325.98,53238.42,CUST0667,Justin Harmon,"Randall, Harrington and Hernandez Auto",Ronaldland,GA,Cash,Capital One
668,2024-12-01,Hyundai,Tucson,2024,Convertible,Blue,215,Excellent,65432.51,65359.07,CUST0668,Andrea Andrade,Arellano-Russell Auto,Teresashire,NY,Lease,Chase
669,2024-03-10,Subaru,Outback,2020,Coupe,Beige,28357,Certified Pre-Owned,57788.79,56839.93,CUST0669,Rita Ho,"Johnson, Barton and Gomez Auto",North Michele,GA,Cash,Capital One
670,2024-12-10,Ford,F-150,2021,Sedan,Green,51254,Fair,29205.36,28596.74,CUST0670,Tony Brown,Thomas-Wilson Auto,South Veronicashire,GA,Lease,LightStream
671,2025-03-05,Mercedes,C-Class,2018,Convertible,White,4838,Excellent,66482.92,64290.21,CUST0671,Scott Jones,Jimenez Inc Auto,North Stephenton,OH,Cash,Chase
672,2025-05-25,Hyundai,Elantra,2021,Truck,White,77403,Good,17798.32,17465.25,CUST0672,Kyle Brown,Smith-Mayer Auto,North Brittanyton,MI,Cash,Ally Financial
673,2024-01-02,BMW,3 Series,2024,Convertible,Blue,8851,Excellent,75328.23,72735.54,CUST0673,Raymond Hansen,Richards LLC Auto,West Sara,FL,Financing,Citi
674,2024-05-19,Mercedes,C-Class,2019,Convertible,White,57700,Good,40508.48,39236.11,CUST0674,Pamela Juarez,Guerra-Neal Auto,New Danielshire,GA,Cash,Bank of America
675,2024-10-16,Mazda,CX-5,2019,Coupe,Beige,68403,Good,63228.4,62912.62,CUST0675,Justin Kelley DDS,Young Group Auto,New Taylor,IL,Lease,Chase
676,2024-04-22,Ford,F-150,2020,Truck,Black,15584,Certified Pre-Owned,69443.05,66296.15,CUST0676,Roberto Murillo,Allison Ltd Auto,North Sherry,PA,Financing,LightStream
677,2024-02-14,Chevrolet,Tahoe,2023,Truck,Gray,64711,Excellent,16513.89,16260.48,CUST0677,Anthony Cannon,"Ramirez, Smith and Guerrero Auto",South Jeffrey,OH,Lease,Citi
678,2025-01-27,Subaru,Outback,2019,SUV,Red,6873,Good,36606.29,35591.88,CUST0678,Randy Hopkins,Ferguson-Williams Auto,Rhondachester,MI,Cash,Capital One
679,2025-03-29,Toyota,Corolla,2021,Coupe,Blue,72773,Certified Pre-Owned,76543.83,72942.01,CUST0679,Jennifer Henry,Mccarthy-Osborne Auto,Port Daniel,GA,Financing,Ally Financial
680,2024-10-10,BMW,X5,2025,Sedan,Red,32549,Fair,76848.57,76285.37,CUST0680,Rachel Williams,Wade Group Auto,Lake Walterfurt,IL,Lease,LightStream
681,2024-05-06,Chevrolet,Silverado,2021,Convertible,Black,22384,Excellent,53899.69,51572.92,CUST0681,Brenda Robertson,Lewis Ltd Auto,Mannton,CA,Financing,Chase
682,2024-02-17,Mazda,CX-5,2018,Sedan,White,32647,Excellent,28486.75,27831.23,CUST0682,Melinda Alvarado,Williams-Warren Auto,Blackwellfort,FL,Cash,Wells Fargo
683,2024-11-14,Ford,F-150,2022,Sedan,White,75602,Certified Pre-Owned,73930.63,73238.42,CUST0683,Gabrielle Prince,"Gonzalez, Owens and Cannon Auto",Josephfurt,PA,Financing,LightStream
684,2024-07-04,Volkswagen,Jetta,2023,Convertible,White,65363,Excellent,22395.1,21723.86,CUST0684,Steven Campbell,Stewart-Smith Auto,Andrewchester,GA,Financing,US Bank
685,2024-06-14,Ford,Explorer,2018,Hatchback,Green,9816,Fair,33245.27,32886.35,CUST0685,Jonathon Davis,Graves-Moreno Auto,West Howardland,GA,Lease,Wells Fargo
686,2025-04-09,Honda,Accord,2020,SUV,Green,13717,Certified Pre-Owned,79037.4,77811.6,CUST0686,Robert Anderson,"Mathews, Weiss and Hahn Auto",Josefurt,CA,Financing,US Bank
687,2024-05-21,Mazda,CX-5,2018,Convertible,Blue,54036,Good,26009.26,25205.01,CUST0687,Adam Harvey,Maddox Inc Auto,East Luis,OH,Lease,Ally Financial
688,2025-02-28,Hyundai,Tucson,2020,Coupe,Green,32790,Fair,73684.45,72606.04,CUST0688,Thomas Boyd,Estrada LLC Auto,Lake Emmaside,AZ,Lease,Citi
689,2024-03-01,Ford,Mustang,2025,Convertible,White,23098,Excellent,78649.97,76102.8,CUST0689,Marie Hurst,"Lane, Porter and Moore Auto",West Stephenstad,NY,Lease,US Bank
690,2025-05-20,Hyundai,Elantra,2025,Truck,Blue,29341,Fair,41690.27,41241.88,CUST0690,Karen Olson,Ramsey-Roth Auto,East Nicoletown,NY,Lease,LightStream
691,2024-08-16,Ford,F-150,2024,Convertible,Red,57456,Excellent,65123.9,63971.05,CUST0691,Noah Kim,"Coleman, Austin and Perez Auto",Carlosberg,OH,Cash,LightStream
692,2024-11-28,Kia,Sportage,2022,Convertible,Gray,33413,Excellent,43781.17,43242.12,CUST0692,Kimberly Reyes,Smith-Rodriguez Auto,Adamschester,FL,Lease,Chase
693,2024-06-15,Toyota,Camry,2020,Convertible,Red,20587,Certified Pre-Owned,33558.21,32876.37,CUST0693,Paula Doyle,"Valentine, Gray and Davila Auto",East Suzannebury,NY,Financing,Capital One
694,2024-09-29,Subaru,Outback,2019,Sedan,Green,64479,Good,35627.41,35252.42,CUST0694,Mr. Keith Stafford DDS,Hutchinson Group Auto,East Matthew,GA,Lease,Chase
695,2025-04-30,Tesla,Model Y,2024,Truck,Beige,65803,Certified Pre-Owned,17874.6,16998.5,CUST0695,Heather Barrera,Oconnor-Johnson Auto,West Christopher,FL,Lease,US Bank
696,2024-08-10,Honda,Accord,2023,Convertible,Gray,72979,Good,70089.55,67848.55,CUST0696,Crystal Nelson,Lee and Sons Auto,North John,OH,Financing,Chase
697,2024-05-26,Nissan,Altima,2022,Hatchback,Gray,75269,Excellent,61923.43,60765.48,CUST0697,William Rios,Pitts Group Auto,Stephenston,MI,Financing,Citi
698,2024-05-30,Audi,Q5,2021,Convertible,White,68573,Certified Pre-Owned,63522.71,61544.01,CUST0698,Bruce Campbell,"Smith, Rosales and Hicks Auto",Lake Shelbyside,TX,Financing,US Bank
699,2025-06-03,Kia,Sportage,2024,Truck,Gray,24026,Certified Pre-Owned,79768.1,76327.89,CUST0699,Amy Frost MD,Murphy LLC Auto,East Aliciatown,MI,Lease,Citi
700,2024-05-31,Toyota,RAV4,2023,Sedan,Beige,78764,Certified Pre-Owned,58081.78,55762.58,CUST0700,Emily Cooper,Oconnor LLC Auto,New Maryview,TX,Lease,Chase
701,2025-03-04,Tesla,Model 3,2022,Sedan,Black,47043,Certified Pre-Owned,60855.22,59930.29,CUST0701,Laura Graham,"Morgan, Green and Pena Auto",East Drew,CA,Lease,Citi
702,2024-08-01,Ford,F-150,2022,Convertible,Blue,45490,Good,67609.12,64466.78,CUST0702,Jennifer Gardner,Jenkins-Pollard Auto,Larrybury,IL,Cash,Citi
703,2024-05-22,Ford,Mustang,2025,Hatchback,Blue,18966,Certified Pre-Owned,51404.41,49111.9,CUST0703,Clayton Alexander,"Davis, Campos and Wiggins Auto",New Joshuaton,OH,Cash,LightStream
704,2025-05-31,Tesla,Model 3,2022,SUV,Red,7807,Excellent,29454.28,29224.77,CUST0704,Lisa Anderson,Woodard Group Auto,Shieldsstad,CA,Financing,Capital One
705,2024-10-21,Mercedes,E-Class,2025,Truck,Gray,41770,Excellent,71365.63,68989.33,CUST0705,Jonathan Tran,"Johnson, Reynolds and Hernandez Auto",Arnoldmouth,PA,Lease,Capital One
706,2025-01-19,Volkswagen,Jetta,2018,SUV,Gray,50993,Certified Pre-Owned,57400.17,55656.53,CUST0706,Amber Walters,"Nelson, Martin and Turner Auto",Kennethhaven,TX,Financing,Wells Fargo
707,2024-02-01,Ford,Explorer,2025,Coupe,Gray,19638,Excellent,33254.65,33246.49,CUST0707,Emily Williams,Sellers LLC Auto,Samanthahaven,AZ,Financing,Capital One
708,2024-07-07,Mercedes,C-Class,2019,Hatchback,Blue,31729,Good,56682.2,55288.68,CUST0708,Sandra Wallace,Ward-Abbott Auto,Burkebury,GA,Financing,Ally Financial
709,2025-06-12,Toyota,RAV4,2025,Hatchback,Beige,62137,Fair,49287.14,48536.47,CUST0709,Wendy Reed,"Parker, Cox and Faulkner Auto",Orrview,NY,Cash,Capital One
710,2025-03-13,Toyota,RAV4,2022,Coupe,Blue,11268,Excellent,71576.33,69396.88,CUST0710,Katelyn Turner,Petersen PLC Auto,Lake Erica,AZ,Financing,US Bank
711,2024-04-25,Toyota,Camry,2018,Truck,Green,66945,Good,18991.14,18733.25,CUST0711,Wesley Fuller,Myers-Green Auto,North Danieltown,NY,Lease,Ally Financial
712,2025-02-14,Kia,Sportage,2024,Hatchback,Beige,62597,Good,68883.99,66976.28,CUST0712,Kenneth Waters,"Washington, Mitchell and Heath Auto",New Donnabury,PA,Financing,Ally Financial
713,2025-02-07,Ford,Explorer,2018,Sedan,Blue,45160,Certified Pre-Owned,23714.3,22881.53,CUST0713,Richard Robinson,Smith-Downs Auto,Port Roberta,TX,Cash,LightStream
714,2024-06-02,Ford,Explorer,2018,Coupe,Red,56562,Good,65671.1,64133.42,CUST0714,Anna Gates,"Cannon, Leach and Wells Auto",Zacharyfort,OH,Cash,Citi
715,2024-03-24,Nissan,Rogue,2024,Truck,Blue,44702,Certified Pre-Owned,46114.07,44704.12,CUST0715,Alex Crawford,Rivers Inc Auto,Pollardmouth,IL,Cash,Citi
716,2025-03-22,Mazda,CX-5,2022,Convertible,Beige,47349,Good,52969.5,52886.46,CUST0716,Riley Barnett,Wood-Williams Auto,South Elizabethborough,AZ,Financing,Ally Financial
717,2024-07-13,Ford,F-150,2024,SUV,White,75809,Good,57685.67,56613.81,CUST0717,Lindsay Rojas,Adams Ltd Auto,Kristinaside,IL,Financing,Chase
718,2024-12-30,Chevrolet,Tahoe,2022,Truck,Gray,79997,Certified Pre-Owned,72553.59,70721.16,CUST0718,Francisco Holland,"Charles, Mayer and Miller Auto",Johnsonfurt,CA,Cash,LightStream
719,2024-05-04,BMW,X5,2020,Convertible,Red,19234,Good,69263.37,66016.43,CUST0719,Vincent Reyes,Roberts PLC Auto,Peterfort,MI,Financing,Bank of America
720,2024-09-24,BMW,3 Series,2021,SUV,White,17229,Fair,32642.26,32597.22,CUST0720,Pam Kelley,Robertson Inc Auto,Port Kimberly,AZ,Lease,LightStream
721,2025-04-05,Volkswagen,Jetta,2021,Truck,White,20425,Good,50692.47,48945.43,CUST0721,Jamie Adams,"Liu, Wells and Young Auto",New Kevinborough,AZ,Financing,Chase
