call_id,agent_id,agent_name,department,call_datetime,duration_sec,call_type,customer_rating,issue_category,resolution_status,hold_time_sec,caller_phone,caller_city
183,AGT034,Joseph Johnson,General Inquiry,2025-04-28 02:08:07,1841,Outbound,2.1,Technical Fault,Escalated,141,255.840.4836,Port Rebecca
184,AGT035,Richard Cruz,Sales,2025-04-08 07:15:00,2119,Outbound,2.3,Order Status,Follow-up Required,554,(538)214-8482,North Vanessa
185,AGT036,John King,General Inquiry,2025-03-02 08:54:23,1758,Outbound,4.9,Technical Fault,Follow-up Required,806,(227)365-1613x3012,Jennifermouth
186,AGT037,Daniel Fry,Technical Support,2025-01-28 02:40:35,2086,Outbound,1.5,Account Access,Resolved,84,365.596.6850,Marybury
187,AGT038,Cory Robinson,Sales,2025-01-29 06:10:41,134,Inbound,1.5,Technical Fault,Resolved,40,757-417-6927x383,South Andrewton
188,AGT039,Cory Wiley,Technical Support,2025-02-17 18:55:42,3313,Inbound,2.2,Order Status,Escalated,600,408-337-3308x125,Jordanfurt
189,AGT040,Patricia Thomas,Billing,2025-03-11 11:28:36,998,Outbound,1.5,Technical Fault,Resolved,818,+1-953-353-2102x9261,Mcdonaldstad
190,AGT041,Shannon Evans,Sales,2025-01-07 23:12:42,313,Inbound,1.8,Product Info,Follow-up Required,492,253.469.1001,New Christinaport
191,AGT042,Randy King,General Inquiry,2025-06-04 12:46:02,865,Inbound,3.5,Complaint,Escalated,698,373-912-4166x186,Natashaport
192,AGT043,Evan Ramirez,Sales,2025-03-04 11:37:50,1272,Outbound,2.1,Account Access,Dropped,395,322.693.7368,Maryport
193,AGT044,George Johnson,Technical Support,2025-05-13 18:10:35,2076,Outbound,4.9,Order Status,Escalated,433,(471)841-9093x45535,South Amyfurt
194,AGT045,John Daniel,Account Management,2025-04-03 14:11:41,2976,Inbound,4.8,Order Status,Dropped,153,(523)732-1281,Hopkinsborough
195,AGT046,Mark Tucker,Technical Support,2025-03-18 04:07:30,1530,Outbound,4.4,Order Status,Escalated,377,001-775-261-4445x381,Andrewston
196,AGT047,Amy Murphy,Technical Support,2025-01-23 07:12:57,315,Inbound,3.1,Technical Fault,Escalated,724,(450)742-4099x46155,Port Kristenstad
197,AGT048,April Miller,Technical Support,2025-03-17 10:15:00,809,Inbound,4.3,Network Problem,Escalated,621,001-300-351-7138,Lake Josephhaven
198,AGT049,Jason Williams,Billing,2025-01-05 20:06:03,2597,Inbound,2.2,Payment Issue,Resolved,386,2778715693,Marvinhaven
199,AGT050,Kimberly Peterson,Billing,2025-03-05 07:44:30,2158,Inbound,2.0,Product Info,Dropped,163,628.330.9430x413,Woodmouth
200,AGT001,Peter Reynolds,General Inquiry,2025-03-16 18:10:14,1927,Outbound,2.4,Account Access,Escalated,785,429.773.8233,Bowersburgh
201,AGT002,Patrick Johnson,Account Management,2025-01-10 13:28:23,2154,Inbound,3.8,Order Status,Dropped,181,(598)620-6570x5020,Matthewtown
202,AGT003,Kristen Sexton,Sales,2025-02-05 22:52:17,1996,Outbound,2.9,Product Info,Follow-up Required,575,+1-500-432-4013x015,Lake Peter
203,AGT004,Michael Jones,Account Management,2025-01-21 05:21:45,585,Inbound,2.5,Technical Fault,Resolved,333,468-200-1498x2164,Williamsburgh
204,AGT005,Gary Brewer,General Inquiry,2025-01-31 04:17:43,399,Inbound,3.0,Technical Fault,Dropped,391,633.742.4202x54092,East Tammy
205,AGT006,Philip Walker,Billing,2025-05-25 01:15:17,1637,Outbound,1.2,Technical Fault,Escalated,735,+1-436-328-3596,Port Victoriachester
206,AGT007,Rachel Osborne,Billing,2025-05-09 07:32:24,2673,Inbound,2.9,Payment Issue,Dropped,703,664.335.4513x2959,Port Jamieland
207,AGT008,Renee Goodwin,Technical Support,2025-05-08 09:32:15,1844,Inbound,4.1,Order Status,Escalated,578,964-322-6935x87917,Lloydfort
208,AGT009,Brenda Beck,Billing,2025-05-25 10:45:32,1364,Outbound,1.7,Network Problem,Escalated,758,765-548-5688,Morganhaven
209,AGT010,Edward Russell,Technical Support,2025-04-22 00:12:04,442,Inbound,3.9,Technical Fault,Follow-up Required,673,(541)240-2386,Andrewview
210,AGT011,Summer Weaver,Sales,2025-01-05 12:16:18,997,Outbound,3.2,Network Problem,Escalated,170,001-629-281-5857,South Caroline
211,AGT012,Daniel Mckinney,Sales,2025-01-11 05:57:55,2907,Outbound,4.9,Technical Fault,Escalated,327,001-528-355-3520x09093,Jillianfort
212,AGT013,Benjamin Dickson,Sales,2025-05-05 11:01:15,1741,Outbound,1.5,Order Status,Dropped,754,237-232-7428x5530,Vickiberg
213,AGT014,Raymond Johnson,Technical Support,2025-02-24 23:15:38,691,Outbound,4.2,Product Info,Escalated,20,+1-336-631-5430x74877,Edwardsview
214,AGT015,Tyler Hill,Sales,2025-01-20 01:22:54,3574,Inbound,2.0,Technical Fault,Dropped,625,001-462-993-6685x145,East Shellyborough
215,AGT016,Manuel Owens,Technical Support,2025-01-18 01:17:03,1860,Inbound,3.4,Technical Fault,Dropped,2,324.909.2173x8316,Brownberg
216,AGT017,Mark Lynch,General Inquiry,2025-02-10 17:57:54,744,Inbound,2.8,Network Problem,Resolved,339,(384)648-3675x29356,Lake John
217,AGT018,Jeffery Johnson MD,General Inquiry,2025-01-24 03:38:24,1949,Outbound,4.0,Complaint,Resolved,219,(793)622-5685,Cookburgh
218,AGT019,Douglas Moore,Sales,2025-01-30 11:27:44,596,Inbound,3.3,Account Access,Escalated,133,878-221-2957x90332,East Edwardview
219,AGT020,Benjamin Chavez,Billing,2025-06-25 16:35:59,3357,Outbound,3.7,Payment Issue,Escalated,812,258.415.5407x7522,Davidborough
220,AGT021,Jeffrey Wu,Account Management,2025-04-21 15:02:51,3016,Inbound,4.2,Technical Fault,Resolved,561,8138940869,Port Jamesview
221,AGT022,Kimberly Berry,Technical Support,2025-01-08 02:19:48,184,Outbound,4.5,Product Info,Dropped,621,(920)508-4703x8223,Lake Jessica
222,AGT023,Nicole Saunders,General Inquiry,2025-03-26 09:00:28,2092,Inbound,3.0,Account Access,Dropped,357,001-575-326-3204x538,Haneyfort
223,AGT024,Jason Clayton,Sales,2025-01-21 00:46:03,2763,Outbound,3.1,Network Problem,Escalated,652,(277)228-5383x1476,West William
224,AGT025,Katelyn Williams,Billing,2025-04-19 20:23:29,3301,Inbound,4.4,Technical Fault,Resolved,206,9719240257,Lake Brian
225,AGT026,Kim Lewis,Sales,2025-04-26 07:15:14,1267,Outbound,1.9,Complaint,Resolved,834,903.696.7798,Ryanbury
226,AGT027,Manuel Bennett,Billing,2025-02-25 13:35:22,1915,Inbound,1.3,Technical Fault,Escalated,215,001-318-758-7923x413,Lake Elizabeth
227,AGT028,Nathan Jones,Billing,2025-02-16 11:49:15,3220,Outbound,1.6,Account Access,Escalated,797,571.668.6857x66320,South Sarahborough
228,AGT029,Matthew Macdonald,Billing,2025-02-11 03:07:54,408,Inbound,2.2,Complaint,Follow-up Required,669,9974962963,East Jose
229,AGT030,Joy Yates,Billing,2025-06-04 11:34:03,2537,Inbound,4.3,Payment Issue,Dropped,481,6008035408,Wellsberg
230,AGT031,James Vang,Technical Support,2025-04-16 20:31:58,2843,Outbound,3.4,Payment Issue,Resolved,148,+1-716-914-5955x76255,Keithburgh
231,AGT032,Hector Flores,Billing,2025-02-06 20:37:33,2623,Inbound,1.6,Network Problem,Resolved,212,338.642.5131x51763,East Ashleyfurt
232,AGT033,Nicholas Garcia,Billing,2025-01-31 16:02:52,3580,Outbound,3.7,Order Status,Dropped,419,896.616.0123x08399,Cortezbury
233,AGT034,Zachary Simon,Technical Support,2025-05-21 03:34:58,249,Inbound,1.5,Technical Fault,Resolved,118,253.702.2370,Halltown
234,AGT035,Katrina Johns,Account Management,2025-03-02 16:51:07,1679,Inbound,1.4,Network Problem,Resolved,123,629.530.1368,North Thomas
235,AGT036,Amber Adams,Account Management,2025-06-29 06:50:25,587,Inbound,3.9,Order Status,Dropped,254,285-578-0885x816,Michaelville
236,AGT037,Jade Rivers,General Inquiry,2025-03-10 01:28:48,3088,Inbound,3.9,Payment Issue,Follow-up Required,585,(755)803-4273x613,New Nathanborough
237,AGT038,Kenneth Anderson,Account Management,2025-03-12 23:45:32,1587,Inbound,2.3,Account Access,Resolved,676,239.929.3839x363,West Tracyview
238,AGT039,Andrew Sanchez,Account Management,2025-03-10 21:38:22,2694,Inbound,4.5,Technical Fault,Follow-up Required,795,001-941-643-8992x688,New Shannon
239,AGT040,Jason Myers,Technical Support,2025-03-01 14:22:10,3160,Outbound,4.1,Network Problem,Resolved,92,001-968-457-0235,Williamsbury
240,AGT041,Michael Hernandez,Billing,2025-01-13 18:07:29,3265,Inbound,3.2,Complaint,Escalated,345,390-404-3894,Gomeztown
241,AGT042,Brian Burns,General Inquiry,2025-04-09 02:59:50,2753,Outbound,2.3,Network Problem,Escalated,610,7304181378,Johnsonton
242,AGT043,Brandon Wright,Account Management,2025-04-01 14:16:29,557,Outbound,1.1,Technical Fault,Escalated,717,001-277-659-5752x1825,Markhaven
243,AGT044,Charles Reid,Sales,2025-05-19 10:22:00,2985,Inbound,2.5,Technical Fault,Resolved,829,239-272-4410x6776,Port Ryan
244,AGT045,Chris Carson,Technical Support,2025-05-31 05:31:56,2961,Outbound,3.7,Account Access,Follow-up Required,131,295-758-5782,Port Tonyland
245,AGT046,Mr. Daniel Howard,Billing,2025-01-28 11:42:10,3209,Outbound,1.4,Complaint,Resolved,145,515.470.7017x201,North Shane
246,AGT047,Rebecca Riley,Technical Support,2025-03-25 14:51:56,1766,Outbound,4.7,Account Access,Follow-up Required,552,3088708264,Hollyfort
247,AGT048,Tina Adams,Account Management,2025-01-12 22:14:28,1287,Inbound,4.1,Network Problem,Escalated,866,+1-617-735-5809x97069,North Briana
248,AGT049,Laura Estrada,Sales,2025-06-21 12:45:13,336,Inbound,4.6,Technical Fault,Escalated,26,911-978-2693,South Richard
249,AGT050,Bradley Rodriguez DVM,Account Management,2025-01-30 09:41:49,250,Inbound,2.7,Product Info,Escalated,490,+1-276-221-2361x08526,South Judyland
250,AGT001,Donna Scott,General Inquiry,2025-02-28 20:07:57,2056,Inbound,2.1,Network Problem,Resolved,453,001-494-234-3203x93778,Tammymouth
251,AGT002,Michael Brown,Account Management,2025-02-23 17:28:14,1775,Inbound,4.4,Payment Issue,Dropped,233,(318)822-2195,Darrylborough
252,AGT003,Alexis Griffin,Technical Support,2025-03-14 19:00:05,3552,Outbound,2.1,Order Status,Resolved,350,796-434-6317x56053,Nicoleport
253,AGT004,Keith Medina,Sales,2025-06-04 21:33:09,3569,Outbound,1.6,Order Status,Resolved,227,(819)694-4372,Lake Markfort
254,AGT005,John Foster,Billing,2025-06-25 11:52:16,1052,Outbound,1.2,Payment Issue,Follow-up Required,415,(494)499-9528x89373,Davidberg
255,AGT006,Raymond Newton,General Inquiry,2025-05-31 16:22:41,3177,Outbound,3.6,Product Info,Dropped,805,8732091615,Carlamouth
256,AGT007,Anthony Powell,General Inquiry,2025-03-18 01:54:40,295,Outbound,2.5,Account Access,Follow-up Required,380,(590)947-2850x64525,Caitlinshire
257,AGT008,John Shields,Account Management,2025-06-11 12:12:53,3484,Inbound,1.7,Network Problem,Follow-up Required,491,834.482.2889,New Alexandra
258,AGT009,Amy Fischer,Technical Support,2025-01-17 02:08:39,3457,Inbound,4.2,Complaint,Dropped,2,772.853.6957x753,Keithfurt
259,AGT010,James Reyes,Billing,2025-03-20 04:58:40,2303,Inbound,1.2,Payment Issue,Resolved,39,265-385-8632x2315,Shawnton
260,AGT011,George Delgado,Billing,2025-05-15 13:05:45,3331,Inbound,4.6,Technical Fault,Dropped,567,(858)555-2077x634,New John
261,AGT012,Jamie Moss,Billing,2025-05-06 22:01:33,1870,Inbound,2.6,Technical Fault,Resolved,500,+1-253-897-7906x606,Cochranmouth
262,AGT013,Connie Valdez,Account Management,2025-05-24 05:14:52,2144,Outbound,1.2,Payment Issue,Resolved,831,866.627.5417x995,West Danielhaven
263,AGT014,Nathaniel Taylor,Account Management,2025-03-19 10:02:41,469,Inbound,1.6,Payment Issue,Resolved,350,889.243.4687,New Elizabethhaven
264,AGT015,Rebecca Holt,Account Management,2025-01-12 19:09:53,375,Inbound,1.8,Payment Issue,Dropped,463,697.568.8902x8876,Tanyashire
265,AGT016,Joshua Kemp,Technical Support,2025-04-23 18:17:03,250,Inbound,2.8,Network Problem,Follow-up Required,81,471.382.8390x5423,East Carl
266,AGT017,Stephanie Liu,Sales,2025-03-29 06:22:46,1509,Inbound,4.9,Product Info,Dropped,307,241.999.4226x4455,Justinville
267,AGT018,Stacey Brown,Account Management,2025-02-15 19:32:21,746,Outbound,1.5,Network Problem,Resolved,17,5786954266,Mendezton
268,AGT019,Miranda Johnson,Technical Support,2025-03-24 05:32:48,1459,Outbound,3.1,Account Access,Follow-up Required,457,669-777-8369,New Kristin
269,AGT020,Kathleen Ryan,Account Management,2025-02-04 13:34:27,2471,Inbound,2.0,Payment Issue,Escalated,123,(454)604-0330x07012,Brownfort
270,AGT021,Timothy Hayes,Sales,2025-03-16 02:24:19,844,Outbound,5.0,Technical Fault,Escalated,621,543.351.8350,Lake James
271,AGT022,Danielle Wolfe,Technical Support,2025-06-01 11:42:28,3399,Outbound,4.2,Complaint,Follow-up Required,858,864.657.3612,Lake Carol
272,AGT023,Joseph Delacruz,Account Management,2025-06-28 16:38:14,1819,Inbound,4.3,Payment Issue,Follow-up Required,599,(440)734-0094x2168,Leeshire
273,AGT024,Brad Webb,General Inquiry,2025-06-12 07:44:29,1015,Inbound,4.3,Order Status,Dropped,19,321-245-0926x15493,West Sarah
274,AGT025,Justin Burnett,Billing,2025-06-29 15:55:59,1119,Outbound,2.6,Complaint,Resolved,318,493.279.8311x78480,Heidifort
275,AGT026,Douglas Mathis,General Inquiry,2025-04-11 04:36:09,132,Outbound,4.0,Technical Fault,Resolved,51,656-255-5551x66636,Steveside
276,AGT027,Garrett Blanchard,General Inquiry,2025-03-15 10:40:15,2019,Inbound,3.7,Payment Issue,Follow-up Required,38,001-874-780-6932x746,Sheilaport
277,AGT028,Stephanie Guzman,Sales,2025-04-09 18:02:08,2428,Outbound,1.9,Technical Fault,Resolved,840,+1-394-477-2194x93293,Harveyside
278,AGT029,Brittany Young,General Inquiry,2025-03-04 13:41:07,42,Inbound,2.3,Order Status,Resolved,324,745.314.1847,West Mark
279,AGT030,Nancy Brown,Billing,2025-05-14 12:56:45,1076,Outbound,3.4,Account Access,Resolved,827,844.812.8454,North Dawnburgh
280,AGT031,Katherine Martin,General Inquiry,2025-01-14 14:11:09,3395,Inbound,3.0,Complaint,Dropped,654,251.613.9334,Timothyburgh
281,AGT032,Frank Johnson,Billing,2025-01-07 03:42:15,843,Outbound,2.9,Complaint,Resolved,833,001-375-751-1060x905,Alexandriaberg
282,AGT033,James Butler,Account Management,2025-02-11 15:40:24,2499,Outbound,3.2,Product Info,Resolved,420,(460)795-8762,East Matthewhaven
283,AGT034,Henry Wilson,Billing,2025-06-20 09:48:10,638,Outbound,1.9,Product Info,Resolved,496,001-257-653-2952x716,Lake Kelly
284,AGT035,Jill Garza,General Inquiry,2025-03-31 20:50:26,1120,Outbound,2.0,Technical Fault,Escalated,780,(462)246-8066x2824,Nicholasside
285,AGT036,Patrick Vasquez,Account Management,2025-05-15 12:24:26,779,Inbound,1.8,Order Status,Follow-up Required,596,(799)747-7007x56821,Hillmouth
286,AGT037,Mike Young,General Inquiry,2025-06-07 14:51:23,1857,Outbound,4.2,Payment Issue,Follow-up Required,169,+1-730-950-0982x585,Hawkinsburgh
287,AGT038,Tracey Hart,Technical Support,2025-05-02 15:28:48,137,Inbound,1.9,Payment Issue,Dropped,839,(512)749-0312,North Zacharystad
288,AGT039,Timothy Rodriguez,Billing,2025-02-27 04:15:10,394,Inbound,2.6,Technical Fault,Escalated,676,827-935-8727x704,North Cassandraborough
289,AGT040,Barbara Jones,Sales,2025-04-09 23:23:08,419,Outbound,4.4,Account Access,Resolved,240,+1-748-380-0327x9703,Davidland
290,AGT041,Kimberly Welch,General Inquiry,2025-06-23 08:03:36,2371,Inbound,3.1,Account Access,Dropped,150,+1-302-240-5450x6999,Kaufmanborough
291,AGT042,Tiffany Williams,Billing,2025-05-14 02:42:50,1850,Inbound,4.9,Order Status,Follow-up Required,677,001-316-322-6250,Lake Laurenstad
292,AGT043,Brandon Morris,Billing,2025-04-09 00:38:57,2268,Inbound,4.7,Product Info,Follow-up Required,547,866-986-1719x184,West David
293,AGT044,Barry Brown,Technical Support,2025-02-04 23:55:41,3134,Outbound,1.5,Product Info,Escalated,584,768-215-9897x987,Woodfort
294,AGT045,Mark Brown,General Inquiry,2025-01-04 20:05:36,1561,Inbound,2.8,Payment Issue,Escalated,63,(883)374-2952x22783,Brownton
295,AGT046,Charles Wilson,Sales,2025-05-17 20:49:08,2242,Inbound,1.2,Complaint,Follow-up Required,484,874.282.7468,West Christian
296,AGT047,Beth Bender,Technical Support,2025-01-14 08:49:45,3479,Outbound,1.8,Account Access,Resolved,306,(394)746-9405,West Ericfort
297,AGT048,Michael Silva,Billing,2025-03-03 09:51:03,3161,Outbound,3.6,Payment Issue,Escalated,523,961-616-9034x742,Martinhaven
298,AGT049,Brianna Jacobson,General Inquiry,2025-03-31 03:26:03,1137,Inbound,4.2,Account Access,Dropped,573,(439)440-3499,Williechester
299,AGT050,Deanna Jones,Account Management,2025-01-23 07:39:37,3004,Inbound,4.0,Account Access,Dropped,680,(660)963-1732x852,Ritaton
300,AGT001,Nathan Meyers,Sales,2025-01-20 00:01:30,206,Inbound,3.4,Network Problem,Resolved,264,577-428-8607,Hunthaven
301,AGT002,Gabriela Wang,General Inquiry,2025-03-25 02:05:44,1764,Inbound,1.4,Complaint,Resolved,506,556.549.1985,South Carolbury
302,AGT003,Michelle Shaw,Technical Support,2025-05-22 02:57:14,2026,Outbound,2.1,Technical Fault,Escalated,341,996-458-7020x9097,Banksmouth
303,AGT004,Karen Dean,Sales,2025-05-11 17:28:02,468,Outbound,4.1,Complaint,Dropped,186,001-757-816-7637,Caseymouth
304,AGT005,Robert Peterson,Billing,2025-03-24 14:47:27,2507,Outbound,4.7,Order Status,Follow-up Required,855,(913)514-6478,Melanieshire
305,AGT006,Tammy Smith,Account Management,2025-02-14 09:03:30,2269,Outbound,2.0,Product Info,Dropped,26,(949)588-4649x759,Jordanfort
306,AGT007,Michael Kim,Account Management,2025-05-15 00:51:07,2125,Inbound,2.2,Payment Issue,Dropped,11,693.546.1918x6519,Port Jonathanborough
307,AGT008,Denise Holmes,General Inquiry,2025-01-13 08:47:34,1414,Inbound,1.4,Network Problem,Escalated,364,819.678.2036x886,Camachochester
308,AGT009,Cynthia Williams,Account Management,2025-04-03 12:52:06,1157,Inbound,3.2,Network Problem,Resolved,514,611-624-0658,New Shannonfurt
309,AGT010,Eric Lin,Sales,2025-01-02 08:26:05,2219,Inbound,2.6,Order Status,Escalated,628,531-307-7438x042,Rollinsborough
310,AGT011,Jennifer Cervantes,Account Management,2025-05-19 14:58:26,593,Outbound,4.9,Complaint,Dropped,154,203.391.6234,Port Madisonhaven
311,AGT012,Cody Patel,General Inquiry,2025-05-06 03:31:39,2388,Outbound,1.3,Payment Issue,Resolved,91,872.709.1797x190,Port Stevenfurt
312,AGT013,Tammy Nolan,Billing,2025-03-12 07:12:23,908,Inbound,5.0,Payment Issue,Escalated,366,(278)944-6885x8196,Philipton
313,AGT014,Miranda Padilla,Technical Support,2025-05-14 11:32:40,2957,Outbound,2.6,Network Problem,Escalated,486,2129267716,East Aprilside
314,AGT015,Brittany Ramirez,Billing,2025-04-20 08:28:22,1429,Outbound,1.7,Network Problem,Resolved,260,(287)303-7730x389,South Nicolechester
315,AGT016,Christine Hernandez,General Inquiry,2025-01-28 22:36:04,2123,Outbound,1.4,Product Info,Resolved,169,265-351-6743x75147,Steventon
316,AGT017,Jennifer Cook,Sales,2025-03-30 14:03:21,3103,Inbound,2.2,Network Problem,Follow-up Required,127,267-873-7829x835,West Meganfort
317,AGT018,Patty Campbell,Account Management,2025-04-14 13:15:47,1332,Outbound,3.6,Technical Fault,Escalated,713,(683)259-4227x91596,North Nathan
318,AGT019,Donna Blankenship,Sales,2025-01-16 00:30:57,145,Inbound,4.2,Complaint,Dropped,865,(537)968-8300,New Michele
319,AGT020,Lori Cruz MD,Account Management,2025-01-05 22:15:57,3124,Inbound,4.0,Order Status,Resolved,790,373.221.3371,Emilychester
320,AGT021,James Harrison,Sales,2025-05-06 22:03:22,2465,Inbound,3.2,Technical Fault,Resolved,559,001-577-581-8434x155,Tanyaborough
321,AGT022,Jason Campbell,Account Management,2025-04-03 07:54:48,1921,Inbound,4.3,Network Problem,Resolved,278,582-642-2288,Housemouth
322,AGT023,Kristine Cooper,Account Management,2025-01-08 22:41:56,1139,Inbound,2.7,Technical Fault,Resolved,806,+1-837-392-9040,Lake Jamie
323,AGT024,Tara Hall,Sales,2025-05-18 10:21:25,2579,Outbound,1.7,Complaint,Dropped,271,001-453-526-7306x75339,Ginafurt
324,AGT025,Sherry Myers,General Inquiry,2025-05-24 23:34:15,2746,Outbound,3.2,Technical Fault,Escalated,715,5413590431,North Ryan
325,AGT026,Lauren Ford,General Inquiry,2025-06-06 21:46:16,2280,Outbound,2.8,Account Access,Dropped,580,208.627.2643x89218,Port Rachelside
326,AGT027,Chad Smith,Billing,2025-06-08 17:28:07,1370,Inbound,2.4,Product Info,Follow-up Required,822,(871)766-5250,East Vincent
327,AGT028,Jeffrey Jones,Billing,2025-01-29 22:33:20,538,Outbound,3.5,Order Status,Escalated,59,8909090257,Monicashire
328,AGT029,Nicholas Newman,Sales,2025-05-19 18:10:11,1039,Inbound,3.8,Complaint,Resolved,359,(587)820-8280x2821,East Brandon
329,AGT030,Kayla Smith,Billing,2025-01-25 02:01:25,1973,Outbound,1.3,Order Status,Resolved,232,001-861-945-1883x632,New Erinside
330,AGT031,Anita Snyder,Technical Support,2025-01-07 14:04:25,1755,Outbound,2.3,Complaint,Escalated,102,+1-375-727-0036,Susanview
331,AGT032,Mary Jones,Sales,2025-02-24 12:32:35,1555,Inbound,3.4,Complaint,Dropped,7,+1-364-965-8935,New Timstad
332,AGT033,Kristi Andrews,Billing,2025-04-19 05:38:59,2463,Inbound,3.6,Account Access,Follow-up Required,826,+1-498-710-7278x912,Kimberlymouth
